Código Município Completo;Nome_UF;Nome_Mesorregião;Nome_Microrregião;Nome_Município;Area_Municipio;;;;;
1700251;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Abreulândia;Área Rural;;;;;
1700301;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Aguiarnópolis;Área Rural;;;;;
1700350;Tocantins;Ocidental do Tocantins;Gurupi;Aliança do Tocantins;Área Rural;;;;;
1700400;Tocantins;Oriental do Tocantins;Dianópolis;Almas;Área Rural;;;;;
1700707;Tocantins;Ocidental do Tocantins;Gurupi;Alvorada;Área Rural;;;;;
1701002;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Ananás;Área Rural;;;;;
1701051;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Angico;Área Rural;;;;;
1701101;Tocantins;Oriental do Tocantins;Porto Nacional;Aparecida do Rio Negro;Área Rural;;;;;
1701309;Tocantins;Ocidental do Tocantins;Araguaína;Aragominas;Área Rural;;;;;
1701903;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Araguacema;Área Rural;;;;;
1702000;Tocantins;Ocidental do Tocantins;Rio Formoso;Araguaçu;Área Rural;;;;;
1702109;Tocantins;Ocidental do Tocantins;Araguaína;Araguaína;Centro Urbano;;;;;
1702158;Tocantins;Ocidental do Tocantins;Araguaína;Araguanã;Área Rural;;;;;
1702208;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Araguatins;Área Rural;;;;;
1702307;Tocantins;Ocidental do Tocantins;Araguaína;Arapoema;Área Rural;;;;;
1702406;Tocantins;Oriental do Tocantins;Dianópolis;Arraias;Área Rural;;;;;
1702554;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Augustinópolis;Área Rural;;;;;
1702703;Tocantins;Oriental do Tocantins;Dianópolis;Aurora do Tocantins;Área Rural;;;;;
1702901;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Axixá do Tocantins;Área Rural;;;;;
1703008;Tocantins;Ocidental do Tocantins;Araguaína;Babaçulândia;Área Rural;;;;;
1703057;Tocantins;Ocidental do Tocantins;Araguaína;Bandeirantes do Tocantins;Área Rural;;;;;
1703073;Tocantins;Oriental do Tocantins;Jalapão;Barra do Ouro;Área Rural;;;;;
1703107;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Barrolândia;Área Rural;;;;;
1703206;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Bernardo Sayão;Área Rural;;;;;
1703305;Tocantins;Oriental do Tocantins;Porto Nacional;Bom Jesus do Tocantins;Área Rural;;;;;
1703602;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Brasilândia do Tocantins;Área Rural;;;;;
1703701;Tocantins;Ocidental do Tocantins;Gurupi;Brejinho de Nazaré;Área Rural;;;;;
1703800;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Buriti do Tocantins;Área Rural;;;;;
1703826;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Cachoeirinha;Área Rural;;;;;
1703842;Tocantins;Oriental do Tocantins;Jalapão;Campos Lindos;Área Rural;;;;;
1703867;Tocantins;Ocidental do Tocantins;Gurupi;Cariri do Tocantins;Área Rural;;;;;
1703883;Tocantins;Ocidental do Tocantins;Araguaína;Carmolândia;Área Rural;;;;;
1703891;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Carrasco Bonito;Área Rural;;;;;
1703909;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Caseara;Área Rural;;;;;
1704105;Tocantins;Oriental do Tocantins;Jalapão;Centenário;Área Rural;;;;;
1705102;Tocantins;Oriental do Tocantins;Dianópolis;Chapada da Natividade;Área Rural;;;;;
1704600;Tocantins;Ocidental do Tocantins;Rio Formoso;Chapada de Areia;Área Rural;;;;;
1705508;Tocantins;Ocidental do Tocantins;Araguaína;Colinas do Tocantins;Área Rural;;;;;
1716703;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Colméia;Área Rural;;;;;
1705557;Tocantins;Oriental do Tocantins;Dianópolis;Combinado;Área Rural;;;;;
1705607;Tocantins;Oriental do Tocantins;Dianópolis;Conceição do Tocantins;Área Rural;;;;;
1706001;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Couto Magalhães;Área Rural;;;;;
1706100;Tocantins;Ocidental do Tocantins;Rio Formoso;Cristalândia;Área Rural;;;;;
1706258;Tocantins;Ocidental do Tocantins;Gurupi;Crixás do Tocantins;Área Rural;;;;;
1706506;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Darcinópolis;Área Rural;;;;;
1707009;Tocantins;Oriental do Tocantins;Dianópolis;Dianópolis;Centro Urbano;;;;;
1707108;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Divinópolis do Tocantins;Área Rural;;;;;
1707207;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Dois Irmãos do Tocantins;Área Rural;;;;;
1707306;Tocantins;Ocidental do Tocantins;Rio Formoso;Dueré;Área Rural;;;;;
1707405;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Esperantina;Área Rural;;;;;
1707553;Tocantins;Ocidental do Tocantins;Rio Formoso;Fátima;Área Rural;;;;;
1707652;Tocantins;Ocidental do Tocantins;Gurupi;Figueirópolis;Área Rural;;;;;
1707702;Tocantins;Ocidental do Tocantins;Araguaína;Filadélfia;Área Rural;;;;;
1708205;Tocantins;Ocidental do Tocantins;Rio Formoso;Formoso do Araguaia;Área Rural;;;;;
1708254;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Fortaleza do Tabocão;Área Rural;;;;;
1708304;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Goianorte;Área Rural;;;;;
1709005;Tocantins;Oriental do Tocantins;Jalapão;Goiatins;Área Rural;;;;;
1709302;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Guaraí;Área Rural;;;;;
1709500;Tocantins;Ocidental do Tocantins;Gurupi;Gurupi;Centro Urbano;;;;;
1709807;Tocantins;Oriental do Tocantins;Porto Nacional;Ipueiras;Área Rural;;;;;
1710508;Tocantins;Oriental do Tocantins;Jalapão;Itacajá;Área Rural;;;;;
1710706;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Itaguatins;Área Rural;;;;;
1710904;Tocantins;Oriental do Tocantins;Jalapão;Itapiratins;Área Rural;;;;;
1711100;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Itaporã do Tocantins;Área Rural;;;;;
1711506;Tocantins;Ocidental do Tocantins;Gurupi;Jaú do Tocantins;Área Rural;;;;;
1711803;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Juarina;Área Rural;;;;;
1711902;Tocantins;Ocidental do Tocantins;Rio Formoso;Lagoa da Confusão;Área Rural;;;;;
1711951;Tocantins;Oriental do Tocantins;Jalapão;Lagoa do Tocantins;Área Rural;;;;;
1712009;Tocantins;Oriental do Tocantins;Porto Nacional;Lajeado;Área Rural;;;;;
1712157;Tocantins;Oriental do Tocantins;Dianópolis;Lavandeira;Área Rural;;;;;
1712405;Tocantins;Oriental do Tocantins;Jalapão;Lizarda;Área Rural;;;;;
1712454;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Luzinópolis;Área Rural;;;;;
1712504;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Marianópolis do Tocantins;Área Rural;;;;;
1712702;Tocantins;Oriental do Tocantins;Jalapão;Mateiros;Área Rural;;;;;
1712801;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Maurilândia do Tocantins;Área Rural;;;;;
1713205;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Miracema do Tocantins;Centro Urbano;;;;;
1713304;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Miranorte;Área Rural;;;;;
1713601;Tocantins;Oriental do Tocantins;Porto Nacional;Monte do Carmo;Área Rural;;;;;
1713700;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Monte Santo do Tocantins;Área Rural;;;;;
1713957;Tocantins;Ocidental do Tocantins;Araguaína;Muricilândia;Área Rural;;;;;
1714203;Tocantins;Oriental do Tocantins;Dianópolis;Natividade;Área Rural;;;;;
1714302;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Nazaré;Área Rural;;;;;
1714880;Tocantins;Ocidental do Tocantins;Araguaína;Nova Olinda;Área Rural;;;;;
1715002;Tocantins;Ocidental do Tocantins;Rio Formoso;Nova Rosalândia;Área Rural;;;;;
1715101;Tocantins;Oriental do Tocantins;Jalapão;Novo Acordo;Área Rural;;;;;
1715150;Tocantins;Oriental do Tocantins;Dianópolis;Novo Alegre;Área Rural;;;;;
1715259;Tocantins;Oriental do Tocantins;Dianópolis;Novo Jardim;Área Rural;;;;;
1715507;Tocantins;Ocidental do Tocantins;Rio Formoso;Oliveira de Fátima;Área Rural;;;;;
1721000;Tocantins;Oriental do Tocantins;Porto Nacional;Palmas;Área Rural;;;;;
1715705;Tocantins;Ocidental do Tocantins;Araguaína;Palmeirante;Área Rural;;;;;
1713809;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Palmeiras do Tocantins;Área Rural;;;;;
1715754;Tocantins;Ocidental do Tocantins;Gurupi;Palmeirópolis;Área Rural;;;;;
1716109;Tocantins;Ocidental do Tocantins;Rio Formoso;Paraíso do Tocantins;Área Rural;;;;;
1716208;Tocantins;Oriental do Tocantins;Dianópolis;Paranã;Área Rural;;;;;
1716307;Tocantins;Ocidental do Tocantins;Araguaína;Pau D'Arco;Área Rural;;;;;
1716505;Tocantins;Oriental do Tocantins;Porto Nacional;Pedro Afonso;Área Rural;;;;;
1716604;Tocantins;Ocidental do Tocantins;Gurupi;Peixe;Área Rural;;;;;
1716653;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Pequizeiro;Área Rural;;;;;
1717008;Tocantins;Oriental do Tocantins;Dianópolis;Pindorama do Tocantins;Área Rural;;;;;
1717206;Tocantins;Ocidental do Tocantins;Araguaína;Piraquê;Área Rural;;;;;
1717503;Tocantins;Ocidental do Tocantins;Rio Formoso;Pium;Área Rural;;;;;
1717800;Tocantins;Oriental do Tocantins;Dianópolis;Ponte Alta do Bom Jesus;Área Rural;;;;;
1717909;Tocantins;Oriental do Tocantins;Jalapão;Ponte Alta do Tocantins;Área Rural;;;;;
1718006;Tocantins;Oriental do Tocantins;Dianópolis;Porto Alegre do Tocantins;Área Rural;;;;;
1718204;Tocantins;Oriental do Tocantins;Porto Nacional;Porto Nacional;Centro Urbano;;;;;
1718303;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Praia Norte;Área Rural;;;;;
1718402;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Presidente Kennedy;Área Rural;;;;;
1718451;Tocantins;Ocidental do Tocantins;Rio Formoso;Pugmil;Área Rural;;;;;
1718501;Tocantins;Oriental do Tocantins;Jalapão;Recursolândia;Área Rural;;;;;
1718550;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Riachinho;Área Rural;;;;;
1718659;Tocantins;Oriental do Tocantins;Dianópolis;Rio da Conceição;Área Rural;;;;;
1718709;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Rio dos Bois;Área Rural;;;;;
1718758;Tocantins;Oriental do Tocantins;Jalapão;Rio Sono;Área Rural;;;;;
1718808;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Sampaio;Área Rural;;;;;
1718840;Tocantins;Ocidental do Tocantins;Rio Formoso;Sandolândia;Área Rural;;;;;
1718865;Tocantins;Ocidental do Tocantins;Araguaína;Santa Fé do Araguaia;Área Rural;;;;;
1718881;Tocantins;Oriental do Tocantins;Porto Nacional;Santa Maria do Tocantins;Área Rural;;;;;
1718899;Tocantins;Ocidental do Tocantins;Gurupi;Santa Rita do Tocantins;Área Rural;;;;;
1718907;Tocantins;Oriental do Tocantins;Dianópolis;Santa Rosa do Tocantins;Área Rural;;;;;
1719004;Tocantins;Oriental do Tocantins;Jalapão;Santa Tereza do Tocantins;Área Rural;;;;;
1720002;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Santa Terezinha do Tocantins;Área Rural;;;;;
1720101;Tocantins;Ocidental do Tocantins;Bico do Papagaio;São Bento do Tocantins;Área Rural;;;;;
1720150;Tocantins;Oriental do Tocantins;Jalapão;São Félix do Tocantins;Área Rural;;;;;
1720200;Tocantins;Ocidental do Tocantins;Bico do Papagaio;São Miguel do Tocantins;Área Rural;;;;;
1720259;Tocantins;Ocidental do Tocantins;Gurupi;São Salvador do Tocantins;Área Rural;;;;;
1720309;Tocantins;Ocidental do Tocantins;Bico do Papagaio;São Sebastião do Tocantins;Área Rural;;;;;
1720499;Tocantins;Oriental do Tocantins;Dianópolis;São Valério;Área Rural;;;;;
1720655;Tocantins;Oriental do Tocantins;Porto Nacional;Silvanópolis;Área Rural;;;;;
1720804;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Sítio Novo do Tocantins;Área Rural;;;;;
1720853;Tocantins;Ocidental do Tocantins;Gurupi;Sucupira;Área Rural;;;;;
1720903;Tocantins;Oriental do Tocantins;Dianópolis;Taguatinga;Área Rural;;;;;
1720937;Tocantins;Oriental do Tocantins;Dianópolis;Taipas do Tocantins;Área Rural;;;;;
1720978;Tocantins;Ocidental do Tocantins;Gurupi;Talismã;Área Rural;;;;;
1721109;Tocantins;Oriental do Tocantins;Porto Nacional;Tocantínia;Área Rural;;;;;
1721208;Tocantins;Ocidental do Tocantins;Bico do Papagaio;Tocantinópolis;Área Rural;;;;;
1721257;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Tupirama;Área Rural;;;;;
1721307;Tocantins;Ocidental do Tocantins;Miracema do Tocantins;Tupiratins;Área Rural;;;;;
1722081;Tocantins;Ocidental do Tocantins;Araguaína;Wanderlândia;Área Rural;;;;;
1722107;Tocantins;Ocidental do Tocantins;Araguaína;Xambioá;Área Rural;;;;;
2100055;Maranhão;Oeste Maranhense;Imperatriz;Açailândia;Área Rural;;;;;
2100105;Maranhão;Leste Maranhense;Coelho Neto;Afonso Cunha;Área Rural;;;;;
2100154;Maranhão;Leste Maranhense;Baixo Parnaíba Maranhense;Água Doce do Maranhão;Área Rural;;;;;
2100204;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Alcântara;Área Rural;;;;;
2100303;Maranhão;Leste Maranhense;Coelho Neto;Aldeias Altas;Área Rural;;;;;
2100402;Maranhão;Oeste Maranhense;Pindaré;Altamira do Maranhão;Área Rural;;;;;
2100436;Maranhão;Leste Maranhense;Codó;Alto Alegre do Maranhão;Área Rural;;;;;
2100477;Maranhão;Oeste Maranhense;Pindaré;Alto Alegre do Pindaré;Área Rural;;;;;
2100501;Maranhão;Sul Maranhense;Gerais de Balsas;Alto Parnaíba;Área Rural;;;;;
2100550;Maranhão;Oeste Maranhense;Gurupi;Amapá do Maranhão;Área Rural;;;;;
2100600;Maranhão;Oeste Maranhense;Imperatriz;Amarante do Maranhão;Área Rural;;;;;
2100709;Maranhão;Norte Maranhense;Baixada Maranhense;Anajatuba;Área Rural;;;;;
2100808;Maranhão;Leste Maranhense;Chapadinha;Anapurus;Área Rural;;;;;
2100832;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Apicum-Açu;Área Rural;;;;;
2100873;Maranhão;Oeste Maranhense;Pindaré;Araguanã;Área Rural;;;;;
2100907;Maranhão;Leste Maranhense;Baixo Parnaíba Maranhense;Araioses;Área Rural;;;;;
2100956;Maranhão;Centro Maranhense;Alto Mearim e Grajaú;Arame;Área Rural;;;;;
2101004;Maranhão;Norte Maranhense;Baixada Maranhense;Arari;Área Rural;;;;;
2101103;Maranhão;Norte Maranhense;Rosário;Axixá;Área Rural;;;;;
2101202;Maranhão;Centro Maranhense;Médio Mearim;Bacabal;Área Rural;;;;;
2101251;Maranhão;Norte Maranhense;Rosário;Bacabeira;Área Rural;;;;;
2101301;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Bacuri;Área Rural;;;;;
2101350;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Bacurituba;Área Rural;;;;;
2101400;Maranhão;Sul Maranhense;Gerais de Balsas;Balsas;Área Rural;;;;;
2101509;Maranhão;Leste Maranhense;Chapadas do Alto Itapecuru;Barão de Grajaú;Área Rural;;;;;
2101608;Maranhão;Centro Maranhense;Alto Mearim e Grajaú;Barra do Corda;Área Rural;;;;;
2101707;Maranhão;Norte Maranhense;Lençóis Maranhenses;Barreirinhas;Área Rural;;;;;
2101772;Maranhão;Norte Maranhense;Baixada Maranhense;Bela Vista do Maranhão;Área Rural;;;;;
2101731;Maranhão;Leste Maranhense;Chapadinha;Belágua;Área Rural;;;;;
2101806;Maranhão;Sul Maranhense;Chapadas das Mangabeiras;Benedito Leite;Área Rural;;;;;
2101905;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Bequimão;Área Rural;;;;;
2101939;Maranhão;Centro Maranhense;Médio Mearim;Bernardo do Mearim;Área Rural;;;;;
2101970;Maranhão;Oeste Maranhense;Gurupi;Boa Vista do Gurupi;Área Rural;;;;;
2102002;Maranhão;Oeste Maranhense;Pindaré;Bom Jardim;Área Rural;;;;;
2102036;Maranhão;Oeste Maranhense;Pindaré;Bom Jesus das Selvas;Área Rural;;;;;
2102077;Maranhão;Centro Maranhense;Médio Mearim;Bom Lugar;Área Rural;;;;;
2102101;Maranhão;Leste Maranhense;Chapadinha;Brejo;Área Rural;;;;;
2102150;Maranhão;Oeste Maranhense;Pindaré;Brejo de Areia;Área Rural;;;;;
2102200;Maranhão;Leste Maranhense;Chapadinha;Buriti;Área Rural;;;;;
2102309;Maranhão;Leste Maranhense;Caxias;Buriti Bravo;Área Rural;;;;;
2102325;Maranhão;Oeste Maranhense;Pindaré;Buriticupu;Área Rural;;;;;
2102358;Maranhão;Oeste Maranhense;Imperatriz;Buritirana;Área Rural;;;;;
2102374;Maranhão;Norte Maranhense;Rosário;Cachoeira Grande;Área Rural;;;;;
2102408;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Cajapió;Área Rural;;;;;
2102507;Maranhão;Norte Maranhense;Baixada Maranhense;Cajari;Área Rural;;;;;
2102556;Maranhão;Sul Maranhense;Porto Franco;Campestre do Maranhão;Área Rural;;;;;
2102606;Maranhão;Oeste Maranhense;Gurupi;Cândido Mendes;Área Rural;;;;;
2102705;Maranhão;Norte Maranhense;Itapecuru Mirim;Cantanhede;Área Rural;;;;;
2102754;Maranhão;Leste Maranhense;Codó;Capinzal do Norte;Área Rural;;;;;
2102804;Maranhão;Sul Maranhense;Porto Franco;Carolina;Área Rural;;;;;
2102903;Maranhão;Oeste Maranhense;Gurupi;Carutapera;Área Rural;;;;;
2103000;Maranhão;Leste Maranhense;Caxias;Caxias;Centro Urbano;;;;;
2103109;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Cedral;Área Rural;;;;;
2103125;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Central do Maranhão;Área Rural;;;;;
2103158;Maranhão;Oeste Maranhense;Gurupi;Centro do Guilherme;Área Rural;;;;;
2103174;Maranhão;Oeste Maranhense;Gurupi;Centro Novo do Maranhão;Área Rural;;;;;
2103208;Maranhão;Leste Maranhense;Chapadinha;Chapadinha;Centro Urbano;;;;;
2103257;Maranhão;Oeste Maranhense;Imperatriz;Cidelândia;Área Rural;;;;;
2103307;Maranhão;Leste Maranhense;Codó;Codó;Centro Urbano;;;;;
2103406;Maranhão;Leste Maranhense;Coelho Neto;Coelho Neto;Centro Urbano;;;;;
2103505;Maranhão;Leste Maranhense;Chapadas do Alto Itapecuru;Colinas;Área Rural;;;;;
2103554;Maranhão;Norte Maranhense;Baixada Maranhense;Conceição do Lago-Açu;Área Rural;;;;;
2103604;Maranhão;Leste Maranhense;Codó;Coroatá;Área Rural;;;;;
2103703;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Cururupu;Área Rural;;;;;
2103752;Maranhão;Oeste Maranhense;Imperatriz;Davinópolis;Área Rural;;;;;
2103802;Maranhão;Centro Maranhense;Presidente Dutra;Dom Pedro;Área Rural;;;;;
2103901;Maranhão;Leste Maranhense;Coelho Neto;Duque Bacelar;Área Rural;;;;;
2104008;Maranhão;Centro Maranhense;Médio Mearim;Esperantinópolis;Área Rural;;;;;
2104057;Maranhão;Sul Maranhense;Porto Franco;Estreito;Área Rural;;;;;
2104073;Maranhão;Sul Maranhense;Gerais de Balsas;Feira Nova do Maranhão;Área Rural;;;;;
2104081;Maranhão;Centro Maranhense;Alto Mearim e Grajaú;Fernando Falcão;Área Rural;;;;;
2104099;Maranhão;Centro Maranhense;Alto Mearim e Grajaú;Formosa da Serra Negra;Área Rural;;;;;
2104107;Maranhão;Sul Maranhense;Chapadas das Mangabeiras;Fortaleza dos Nogueiras;Área Rural;;;;;
2104206;Maranhão;Centro Maranhense;Presidente Dutra;Fortuna;Área Rural;;;;;
2104305;Maranhão;Oeste Maranhense;Gurupi;Godofredo Viana;Área Rural;;;;;
2104404;Maranhão;Centro Maranhense;Presidente Dutra;Gonçalves Dias;Área Rural;;;;;
2104503;Maranhão;Centro Maranhense;Presidente Dutra;Governador Archer;Área Rural;;;;;
2104552;Maranhão;Oeste Maranhense;Imperatriz;Governador Edison Lobão;Área Rural;;;;;
2104602;Maranhão;Centro Maranhense;Presidente Dutra;Governador Eugênio Barros;Área Rural;;;;;
2104628;Maranhão;Centro Maranhense;Presidente Dutra;Governador Luiz Rocha;Área Rural;;;;;
2104651;Maranhão;Oeste Maranhense;Pindaré;Governador Newton Bello;Área Rural;;;;;
2104677;Maranhão;Oeste Maranhense;Gurupi;Governador Nunes Freire;Área Rural;;;;;
2104701;Maranhão;Centro Maranhense;Presidente Dutra;Graça Aranha;Área Rural;;;;;
2104800;Maranhão;Centro Maranhense;Alto Mearim e Grajaú;Grajaú;Área Rural;;;;;
2104909;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Guimarães;Área Rural;;;;;
2105005;Maranhão;Norte Maranhense;Lençóis Maranhenses;Humberto de Campos;Área Rural;;;;;
2105104;Maranhão;Norte Maranhense;Rosário;Icatu;Área Rural;;;;;
2105153;Maranhão;Norte Maranhense;Baixada Maranhense;Igarapé do Meio;Área Rural;;;;;
2105203;Maranhão;Centro Maranhense;Médio Mearim;Igarapé Grande;Área Rural;;;;;
2105302;Maranhão;Oeste Maranhense;Imperatriz;Imperatriz;Centro Urbano;;;;;
2105351;Maranhão;Centro Maranhense;Alto Mearim e Grajaú;Itaipava do Grajaú;Área Rural;;;;;
2105401;Maranhão;Norte Maranhense;Itapecuru Mirim;Itapecuru Mirim;Centro Urbano;;;;;
2105427;Maranhão;Oeste Maranhense;Imperatriz;Itinga do Maranhão;Área Rural;;;;;
2105450;Maranhão;Leste Maranhense;Chapadas do Alto Itapecuru;Jatobá;Área Rural;;;;;
2105476;Maranhão;Centro Maranhense;Alto Mearim e Grajaú;Jenipapo dos Vieiras;Área Rural;;;;;
2105500;Maranhão;Oeste Maranhense;Imperatriz;João Lisboa;Área Rural;;;;;
2105609;Maranhão;Centro Maranhense;Alto Mearim e Grajaú;Joselândia;Área Rural;;;;;
2105658;Maranhão;Oeste Maranhense;Gurupi;Junco do Maranhão;Área Rural;;;;;
2105708;Maranhão;Oeste Maranhense;Pindaré;Lago da Pedra;Área Rural;;;;;
2105807;Maranhão;Centro Maranhense;Médio Mearim;Lago do Junco;Área Rural;;;;;
2105948;Maranhão;Centro Maranhense;Médio Mearim;Lago dos Rodrigues;Área Rural;;;;;
2105906;Maranhão;Centro Maranhense;Médio Mearim;Lago Verde;Área Rural;;;;;
2105922;Maranhão;Leste Maranhense;Chapadas do Alto Itapecuru;Lagoa do Mato;Área Rural;;;;;
2105963;Maranhão;Oeste Maranhense;Pindaré;Lagoa Grande do Maranhão;Área Rural;;;;;
2105989;Maranhão;Oeste Maranhense;Imperatriz;Lajeado Novo;Área Rural;;;;;
2106003;Maranhão;Centro Maranhense;Médio Mearim;Lima Campos;Área Rural;;;;;
2106102;Maranhão;Sul Maranhense;Chapadas das Mangabeiras;Loreto;Área Rural;;;;;
2106201;Maranhão;Oeste Maranhense;Gurupi;Luís Domingues;Área Rural;;;;;
2106300;Maranhão;Leste Maranhense;Baixo Parnaíba Maranhense;Magalhães de Almeida;Área Rural;;;;;
2106326;Maranhão;Oeste Maranhense;Gurupi;Maracaçumé;Área Rural;;;;;
2106359;Maranhão;Oeste Maranhense;Pindaré;Marajá do Sena;Área Rural;;;;;
2106375;Maranhão;Oeste Maranhense;Gurupi;Maranhãozinho;Área Rural;;;;;
2106409;Maranhão;Leste Maranhense;Chapadinha;Mata Roma;Área Rural;;;;;
2106508;Maranhão;Norte Maranhense;Baixada Maranhense;Matinha;Área Rural;;;;;
2106607;Maranhão;Leste Maranhense;Caxias;Matões;Área Rural;;;;;
2106631;Maranhão;Norte Maranhense;Itapecuru Mirim;Matões do Norte;Área Rural;;;;;
2106672;Maranhão;Leste Maranhense;Chapadinha;Milagres do Maranhão;Área Rural;;;;;
2106706;Maranhão;Leste Maranhense;Chapadas do Alto Itapecuru;Mirador;Área Rural;;;;;
2106755;Maranhão;Norte Maranhense;Itapecuru Mirim;Miranda do Norte;Área Rural;;;;;
2106805;Maranhão;Norte Maranhense;Litoral Ocidental Maranhense;Mirinzal;Área Rural;;;;;
2106904;Maranhão;Norte Maranhense;Baixada Maranhense;Monção;Área Rural;;;;;
2107001;Maranhão;Oeste Maranhense;Imperatriz;Montes Altos;Área Rural;;;;;
2107100;Maranhão;Norte Maranhense;Rosário;Morros;Área Rural;;;;;
2107209;Maranhão;Norte Maranhense;Itapecuru Mirim;Nina Rodrigues;Área Rural;;;;;
